"PostalCode","City","StateProvince","Country","YearlyIncome","Gender","Education","MaritalStatus","TotalChildren"
"85002","Merida","Yucatan","Mexico","$130K - $150K","F","Bachelors Degree","M",1
"97726","Acapulco","Guerrero","Mexico","$30K - $50K","M","Partial College","S",0
"66003","Concord","CA","USA","$50K - $70K","F","Bachelors Degree","S",1
"48683","Westminster","BC","Canada","$130K - $150K","F","Partial College","S",4
"82121","Lebanon","OR","USA","$50K - $70K","F","High School Degree","M",2
"46712","Redwood City","CA","USA","$130K - $150K","M","Bachelors Degree","M",4
"95776","Oregon City","OR","USA","$50K - $70K","M","Partial College","M",4
"83487","Oregon City","OR","USA","$150K +","M","Partial College","S",0
"22956","Glendale","CA","USA","$70K - $90K","M","High School Degree","M",1
"31212","Grossmont","CA","USA","$50K - $70K","M","Partial College","M",2
"77512","Lynnwood","WA","USA","$130K - $150K","F","Partial College","M",4
"26785","Sedro Wooley","WA","USA","$110K - $130K","F","Partial High School","M",0
"96577","Royal Oak","BC","Canada","$90K - $110K","M","Partial College","M",3
"81772","N. Vancouver","BC","Canada","$110K - $130K","M","High School Degree","M",5
"18726","Everett","WA","USA","$90K - $110K","M","Graduate Degree","M",1
"69083","Lemon Grove","CA","USA","$110K - $130K","F","Partial High School","S",2
"71198","Beaverton","OR","USA","$110K - $130K","M","Bachelors Degree","M",3
"87717","Edmonds","WA","USA","$150K +","F","Partial High School","M",2
"55993","Lebanon","OR","USA","$30K - $50K","M","High School Degree","S",1
"12382","Mill Valley","CA","USA","$110K - $130K","M","Graduate Degree","M",3
"45819","Redmond","WA","USA","$130K - $150K","F","Partial College","S",2
"93661","Camacho","Zacatecas","Mexico","$70K - $90K","F","Graduate Degree","S",4
"66968","Anacortes","WA","USA","$130K - $150K","F","High School Degree","S",0
"32942","Bellingham","WA","USA","$70K - $90K","M","High School Degree","S",2
"71410","Milwaukie","OR","USA","$130K - $150K","M","Bachelors Degree","S",2
"25283","Tixapan","DF","Mexico","$130K - $150K","M","High School Degree","S",1
"56205","Olympia","WA","USA","$50K - $70K","M","Bachelors Degree","S",3
"75239","Richmond","BC","Canada","$30K - $50K","M","Partial High School","M",3
"46031","Los Angeles","CA","USA","$90K - $110K","F","High School Degree","M",4
"31227","Novato","CA","USA","$130K - $150K","F","Bachelors Degree","S",4
"67180","Merida","Yucatan","Mexico","$110K - $130K","F","High School Degree","S",4
"18538","Milwaukie","OR","USA","$130K - $150K","F","Graduate Degree","S",4
"20653","Lemon Grove","CA","USA","$110K - $130K","F","Partial High School","S",1
"37171","Imperial Beach","CA","USA","$150K +","M","Partial College","S",2
"78155","Colma","CA","USA","$70K - $90K","F","Partial College","S",0
"60836","San Andres","DF","Mexico","$110K - $130K","M","Bachelors Degree","M",5
"94273","Downey","CA","USA","$130K - $150K","F","High School Degree","S",3
"16824","Newton","BC","Canada","$70K - $90K","M","Partial College","M",3
"16423","Lincoln Acres","CA","USA","$130K - $150K","F","Partial College","S",4
"41342","Lincoln Acres","CA","USA","$70K - $90K","F","High School Degree","M",3
"85498","Metchosin","BC","Canada","$10K - $30K","M","Partial College","M",3
"39371","Everett","WA","USA","$130K - $150K","F","Partial College","M",1
"44001","Tlaxiaco","Oaxaca","Mexico","$110K - $130K","M","Partial College","M",5
"63035","Lake Oswego","OR","USA","$90K - $110K","M","Graduate Degree","S",4
"60119","Olympia","WA","USA","$30K - $50K","M","High School Degree","S",0
"45315","Burbank","CA","USA","$50K - $70K","F","Graduate Degree","M",5
"81268","Oakland","CA","USA","$30K - $50K","F","Partial College","M",3
"32626","Bremerton","WA","USA","$70K - $90K","M","High School Degree","S",2
"34741","Salem","OR","USA","$30K - $50K","F","Bachelors Degree","M",2
"24967","Hidalgo","Zacatecas","Mexico","$110K - $130K","M","Partial College","S",5
"92243","Spring Valley","CA","USA","$130K - $150K","F","Partial College","S",2
"74923","Walla Walla","WA","USA","$30K - $50K","M","Partial College","S",0
"82069","Woodburn","OR","USA","$130K - $150K","M","Bachelors Degree","S",1
"30911","Santa Cruz","CA","USA","$50K - $70K","F","Partial College","M",5
"30511","Kirkland","WA","USA","$110K - $130K","F","High School Degree","M",1
"18222","Kirkland","WA","USA","$50K - $70K","M","Bachelors Degree","S",3
"56690","Altadena","CA","USA","$10K - $30K","F","Bachelors Degree","S",2
"87825","Lemon Grove","CA","USA","$110K - $130K","F","Partial College","M",2
"92455","Corvalis","OR","USA","$70K - $90K","M","Partial College","M",1
"12490","Lynnwood","WA","USA","$50K - $70K","F","High School Degree","M",4
"82281","Ladner","BC","Canada","$30K - $50K","F","High School Degree","S",2
"67477","Lake Oswego","OR","USA","$10K - $30K","F","Bachelors Degree","M",1
"44312","Long Beach","CA","USA","$130K - $150K","F","High School Degree","S",5
"54788","Coronado","CA","USA","$30K - $50K","F","Partial College","M",2
"56903","Fremont","CA","USA","$90K - $110K","M","Graduate Degree","M",2
"73421","Bellingham","WA","USA","$130K - $150K","F","Partial College","S",2
"41698","Ladner","BC","Canada","$150K +","F","Partial High School","M",2
"97085","Woodland Hills","CA","USA","$50K - $70K","F","Bachelors Degree","M",0
"31524","Burlingame","CA","USA","$110K - $130K","F","Bachelors Degree","S",5
"53073","Arcadia","CA","USA","$150K +","F","Partial College","M",3
"52673","Cliffside","BC","Canada","$70K - $90K","F","Graduate Degree","M",3
"40384","Burien","WA","USA","$50K - $70K","M","Partial High School","M",4
"61452","Yakima","WA","USA","$110K - $130K","M","Graduate Degree","M",0
"51523","Salem","OR","USA","$70K - $90K","M","Partial College","M",5
"82446","Everett","WA","USA","$30K - $50K","M","High School Degree","M",3
"24812","Victoria","BC","Canada","$10K - $30K","F","Partial High School","S",5
"72272","Camacho","Zacatecas","Mexico","$130K - $150K","M","High School Degree","M",2
"57467","Oakland","CA","USA","$30K - $50K","F","Bachelors Degree","M",4
"93420","Issaquah","WA","USA","$150K +","F","Bachelors Degree","M",4
"44778","Pomona","CA","USA","$50K - $70K","F","Graduate Degree","S",1
"46893","San Diego","CA","USA","$50K - $70K","F","Partial High School","S",5
"37120","Lincoln Acres","CA","USA","$90K - $110K","M","Bachelors Degree","S",1
"53962","Acapulco","Guerrero","Mexico","$110K - $130K","M","Partial High School","M",0
"87076","Sooke","BC","Canada","$150K +","F","Partial College","M",2
"21514","Glendale","CA","USA","$70K - $90K","M","High School Degree","S",1
"43064","Richmond","BC","Canada","$150K +","M","Bachelors Degree","S",1
"42663","Victoria","BC","Canada","$30K - $50K","M","High School Degree","M",4
"30374","Vancouver","BC","Canada","$10K - $30K","M","Partial High School","M",5
"95135","Royal Oak","BC","Canada","$70K - $90K","F","Partial College","M",0
"49008","Shawnee","BC","Canada","$90K - $110K","F","Bachelors Degree","M",4
"78315","Glendale","CA","USA","$50K - $70K","M","High School Degree","M",5
"97349","Newport Beach","CA","USA","$30K - $50K","F","Bachelors Degree","S",1
"68141","Sedro Wooley","WA","USA","$150K +","F","Graduate Degree","M",2
"53337","Port Orchard","WA","USA","$130K - $150K","M","Partial High School","M",2
"16583","Pomona","CA","USA","$110K - $130K","F","Bachelors Degree","M",2
"40648","Royal Oak","BC","Canada","$150K +","F","Partial College","M",2
"42763","Beverly Hills","CA","USA","$10K - $30K","M","Partial College","S",4
"59281","Santa Monica","CA","USA","$50K - $70K","M","Bachelors Degree","S",2
"27558","Mill Valley","CA","USA","$70K - $90K","F","Partial College","M",1
"10239","Guadalajara","Jalisco","Mexico","$110K - $130K","M","High School Degree","M",3
"17384","Haney","BC","Canada","$30K - $50K","M","High School Degree","M",2
"65226","Issaquah","WA","USA","$130K - $150K","M","High School Degree","S",2
"38533","West Covina","CA","USA","$50K - $70K","F","High School Degree","M",3
"52536","West Covina","CA","USA","$130K - $150K","M","Graduate Degree","M",2
"91005","Concord","CA","USA","$50K - $70K","M","High School Degree","M",1
"44878","Walla Walla","WA","USA","$50K - $70K","M","High School Degree","S",4
"75800","Beaverton","OR","USA","$110K - $130K","F","Partial College","M",4
"88665","Lebanon","OR","USA","$110K - $130K","F","Bachelors Degree","M",3
"59457","Haney","BC","Canada","$70K - $90K","M","Bachelors Degree","M",3
"44653","Pomona","CA","USA","$70K - $90K","M","Partial College","S",3
"80606","San Carlos","CA","USA","$70K - $90K","M","Bachelors Degree","S",1
"31963","Tacoma","WA","USA","$70K - $90K","F","Bachelors Degree","M",5
"34078","Daly City","CA","USA","$90K - $110K","M","High School Degree","S",0
"50597","La Jolla","CA","USA","$30K - $50K","F","Partial High School","M",2
"18874","Haney","BC","Canada","$50K - $70K","M","Bachelors Degree","M",3
"74261","Downey","CA","USA","$130K - $150K","F","Bachelors Degree","M",3
"87002","La Mesa","CA","USA","$150K +","M","Partial College","S",2
"30249","Beverly Hills","CA","USA","$90K - $110K","F","Partial College","M",0
"29848","Oak Bay","BC","Canada","$10K - $30K","F","High School Degree","M",1
"17560","Corvalis","OR","USA","$90K - $110K","M","Bachelors Degree","S",4
"82320","Olympia","WA","USA","$30K - $50K","F","Partial College","S",2
"36193","Redmond","WA","USA","$150K +","M","Partial College","M",3
"40823","Port Orchard","WA","USA","$70K - $90K","M","Partial College","M",2
"86565","Los Angeles","CA","USA","$70K - $90K","F","Partial College","M",4
"83649","Orizaba","Veracruz","Mexico","$30K - $50K","F","Partial High School","S",3
"68845","Royal Oak","BC","Canada","$30K - $50K","M","Partial College","S",5
"57992","Seattle","WA","USA","$90K - $110K","M","Bachelors Degree","M",1
"56155","Torrance","CA","USA","$90K - $110K","M","Partial High School","S",5
"58270","Guadalajara","Jalisco","Mexico","$90K - $110K","F","Partial College","M",4
"48497","Victoria","BC","Canada","$130K - $150K","M","Partial High School","M",4
"16774","Orizaba","Veracruz","Mexico","$10K - $30K","M","High School Degree","S",0
"98453","Woodburn","OR","USA","$90K - $110K","M","High School Degree","S",2
"32892","Altadena","CA","USA","$110K - $130K","F","High School Degree","S",2
"54441","Puyallup","WA","USA","$50K - $70K","M","Partial High School","S",1
"54041","Mexico City","Mexico","Mexico","$110K - $130K","M","Partial College","S",4
"41752","Mexico City","Mexico","Mexico","$70K - $90K","M","High School Degree","M",4
"80220","Ladner","BC","Canada","$130K - $150K","M","Graduate Degree","S",1
"60385","Newport Beach","CA","USA","$30K - $50K","M","Partial College","M",5
"65015","Arcadia","CA","USA","$90K - $110K","M","Partial College","M",2
"84049","Lakewood","CA","USA","$90K - $110K","F","Bachelors Degree","S",4
"53227","Bremerton","WA","USA","$50K - $70K","M","Partial College","M",1
"38423","Renton","WA","USA","$90K - $110K","F","Bachelors Degree","M",3
"74376","Torrance","CA","USA","$50K - $70K","F","Bachelors Degree","M",5
"25733","Ladner","BC","Canada","$90K - $110K","M","Bachelors Degree","M",1
"27848","Burlingame","CA","USA","$70K - $90K","M","Bachelors Degree","M",3
"44367","Concord","CA","USA","$110K - $130K","F","High School Degree","M",3
"12643","Richmond","CA","USA","$110K - $130K","F","Partial College","S",3
"68031","Santa Anita","DF","Mexico","$50K - $70K","M","Graduate Degree","M",3
"24702","Yakima","WA","USA","$70K - $90K","F","Graduate Degree","M",2
"50311","N. Vancouver","BC","Canada","$70K - $90K","F","High School Degree","M",4
"23618","Tacoma","WA","USA","$130K - $150K","F","Partial College","S",2
"37622","Edmonds","WA","USA","$70K - $90K","F","Partial College","S",3
"76090","Corvalis","OR","USA","$130K - $150K","F","Partial College","S",0
"29963","Guadalajara","Jalisco","Mexico","$130K - $150K","F","Bachelors Degree","M",4
"60885","Richmond","BC","Canada","$50K - $70K","M","High School Degree","M",0
"79919","Newton","BC","Canada","$50K - $70K","F","Bachelors Degree","S",5
"95801","Coronado","CA","USA","$10K - $30K","F","Graduate Degree","S",1
"80997","Tacoma","WA","USA","$50K - $70K","M","Partial High School","M",3
"17951","Oregon City","OR","USA","$10K - $30K","M","Bachelors Degree","M",2
"68308","Tixapan","DF","Mexico","$50K - $70K","M","Bachelors Degree","M",1
"70423","Glendale","CA","USA","$50K - $70K","M","Partial College","M",5
"86941","Corvalis","OR","USA","$90K - $110K","M","Graduate Degree","S",3
"28926","Walla Walla","WA","USA","$130K - $150K","M","Bachelors Degree","M",1
"11607","Burbank","CA","USA","$30K - $50K","F","Partial High School","S",1
"45044","Victoria","BC","Canada","$50K - $70K","M","Graduate Degree","M",2
"66594","Novato","CA","USA","$130K - $150K","M","High School Degree","M",2
"66193","W. Linn","OR","USA","$50K - $70K","F","Partial College","M",4
"53904","Milwaukie","OR","USA","$150K +","F","Graduate Degree","M",3
"19666","San Gabriel","CA","USA","$70K - $90K","F","Partial College","M",1
"72538","Spring Valley","CA","USA","$50K - $70K","F","High School Degree","S",4
"77168","Lebanon","OR","USA","$10K - $30K","F","Partial College","M",4
"96202","San Andres","DF","Mexico","$150K +","M","Partial College","S",3
"17349","Redmond","WA","USA","$70K - $90K","F","Partial College","M",4
"25452","Downey","CA","USA","$70K - $90K","F","Partial College","S",2
"38498","Novato","CA","USA","$30K - $50K","F","Graduate Degree","S",1
"88855","Everett","WA","USA","$70K - $90K","F","Partial College","M",4
"90970","Acapulco","Guerrero","Mexico","$50K - $70K","M","High School Degree","S",1
"81196","Tlaxiaco","Oaxaca","Mexico","$110K - $130K","M","High School Degree","M",2
"49473","Redmond","WA","USA","$130K - $150K","M","Bachelors Degree","M",4
"32154","Haney","BC","Canada","$30K - $50K","F","Bachelors Degree","M",2
"39299","Burien","WA","USA","$90K - $110K","F","Partial High School","M",4
"87141","Mexico City","Mexico","Mexico","$130K - $150K","M","Bachelors Degree","S",3
"86740","Merida","Yucatan","Mexico","$50K - $70K","M","Partial High School","S",3
"74451","Merida","Yucatan","Mexico","$150K +","M","Partial College","S",3
"13921","Lemon Grove","CA","USA","$110K - $130K","F","Partial College","S",5
"93085","Ladner","BC","Canada","$70K - $90K","F","High School Degree","S",1
"97715","Concord","CA","USA","$30K - $50K","F","High School Degree","M",5
"17750","Arcadia","CA","USA","$30K - $50K","F","High School Degree","S",3
"87541","Lebanon","OR","USA","$130K - $150K","F","Graduate Degree","S",2
"18248","Santa Cruz","CA","USA","$130K - $150K","M","Bachelors Degree","S",0
"54201","Orizaba","Veracruz","Mexico","$90K - $110K","F","Bachelors Degree","S",2
"55592","Burnaby","BC","Canada","$130K - $150K","M","High School Degree","S",4
"76732","Lincoln Acres","CA","USA","$150K +","F","Partial College","S",4
"24192","Lemon Grove","CA","USA","$50K - $70K","M","High School Degree","M",5
"91468","Tlaxiaco","Oaxaca","Mexico","$50K - $70K","M","Partial College","S",0
"47856","Metchosin","BC","Canada","$110K - $130K","F","High School Degree","S",2
"81294","Olympia","WA","USA","$70K - $90K","M","Partial College","S",3
"38442","Acapulco","Guerrero","Mexico","$110K - $130K","M","Bachelors Degree","S",5
"34442","Everett","WA","USA","$30K - $50K","M","Partial College","S",5
"90154","Arcadia","CA","USA","$30K - $50K","F","Bachelors Degree","S",2
"55915","Beaverton","OR","USA","$90K - $110K","F","Bachelors Degree","M",3
"97882","Santa Fe","DF","Mexico","$30K - $50K","F","High School Degree","S",4
"40711","Downey","CA","USA","$130K - $150K","F","Graduate Degree","S",1
"59745","Burnaby","BC","Canada","$130K - $150K","M","Partial College","S",3
"30537","Vancouver","BC","Canada","$90K - $110K","F","High School Degree","S",0
"15732","Everett","WA","USA","$90K - $110K","F","Bachelors Degree","M",2
"50071","Milwaukie","OR","USA","$70K - $90K","F","Bachelors Degree","M",4
"14282","Metchosin","BC","Canada","$90K - $110K","M","Partial College","M",4
"35432","Arcadia","CA","USA","$110K - $130K","M","Bachelors Degree","M",3
"92769","Beaverton","OR","USA","$30K - $50K","M","High School Degree","M",2
"61046","Olympia","WA","USA","$30K - $50K","M","High School Degree","S",1
"43726","Altadena","CA","USA","$90K - $110K","M","Bachelors Degree","M",2
"77164","Los Angeles","CA","USA","$130K - $150K","F","Bachelors Degree","S",2
"98713","San Jose","CA","USA","$90K - $110K","F","Graduate Degree","S",3
"98312","Kirkland","WA","USA","$110K - $130K","F","High School Degree","M",1
"86024","Woodland Hills","CA","USA","$90K - $110K","M","High School Degree","M",2
"51785","Santa Monica","CA","USA","$10K - $30K","M","Graduate Degree","S",2
"56582","La Mesa","CA","USA","$110K - $130K","M","High School Degree","S",5
